"Step","train_loss","clear-oath-5 - train_loss__MIN","clear-oath-5 - train_loss__MAX"
"325","0.2337476760149002","0.2337476760149002","0.2337476760149002"
"331","0.3346557915210724","0.3346557915210724","0.3346557915210724"
"332","0.21091170608997345","0.21091170608997345","0.21091170608997345"
"333","0.34322792291641235","0.34322792291641235","0.34322792291641235"
"334","0.3006601333618164","0.3006601333618164","0.3006601333618164"
"336","0.23026913404464722","0.23026913404464722","0.23026913404464722"
"338","0.24953725934028625","0.24953725934028625","0.24953725934028625"
"339","0.2772879898548126","0.2772879898548126","0.2772879898548126"
"340","0.23306913673877716","0.23306913673877716","0.23306913673877716"
"343","0.1858869343996048","0.1858869343996048","0.1858869343996048"
"344","0.23178064823150635","0.23178064823150635","0.23178064823150635"
"345","0.24525612592697144","0.24525612592697144","0.24525612592697144"
"347","0.2782878577709198","0.2782878577709198","0.2782878577709198"
"348","0.22618110477924347","0.22618110477924347","0.22618110477924347"
"351","0.24242495000362396","0.24242495000362396","0.24242495000362396"
"352","0.2985397279262543","0.2985397279262543","0.2985397279262543"
"358","0.2848721742630005","0.2848721742630005","0.2848721742630005"
"362","0.24679994583129883","0.24679994583129883","0.24679994583129883"
"363","0.27628612518310547","0.27628612518310547","0.27628612518310547"
"366","0.3389356732368469","0.3389356732368469","0.3389356732368469"
"370","0.33754515647888184","0.33754515647888184","0.33754515647888184"
"373","0.18933521211147308","0.18933521211147308","0.18933521211147308"
"374","0.2079731971025467","0.2079731971025467","0.2079731971025467"
"375","0.2521184980869293","0.2521184980869293","0.2521184980869293"
"378","0.28705736994743347","0.28705736994743347","0.28705736994743347"
"380","0.24825820326805115","0.24825820326805115","0.24825820326805115"
"383","0.18013620376586914","0.18013620376586914","0.18013620376586914"
"384","0.2251187264919281","0.2251187264919281","0.2251187264919281"
"385","0.20551490783691406","0.20551490783691406","0.20551490783691406"
"386","0.2078360766172409","0.2078360766172409","0.2078360766172409"
"389","0.23853082954883575","0.23853082954883575","0.23853082954883575"
"390","0.18526242673397064","0.18526242673397064","0.18526242673397064"
"393","0.20243044197559357","0.20243044197559357","0.20243044197559357"
"394","0.28283530473709106","0.28283530473709106","0.28283530473709106"
"399","0.2859079837799072","0.2859079837799072","0.2859079837799072"
"400","0.24418678879737854","0.24418678879737854","0.24418678879737854"
"401","0.27590352296829224","0.27590352296829224","0.27590352296829224"
"402","0.18407422304153442","0.18407422304153442","0.18407422304153442"
"404","0.2520223557949066","0.2520223557949066","0.2520223557949066"
"405","0.2384335845708847","0.2384335845708847","0.2384335845708847"
"412","0.24848154187202454","0.24848154187202454","0.24848154187202454"
"413","0.34751471877098083","0.34751471877098083","0.34751471877098083"
"414","0.31534674763679504","0.31534674763679504","0.31534674763679504"
"416","0.19483442604541779","0.19483442604541779","0.19483442604541779"
"417","0.24617986381053925","0.24617986381053925","0.24617986381053925"
"418","0.22287645936012268","0.22287645936012268","0.22287645936012268"
"419","0.17826062440872192","0.17826062440872192","0.17826062440872192"
"421","0.19309833645820618","0.19309833645820618","0.19309833645820618"
"424","0.1601412147283554","0.1601412147283554","0.1601412147283554"
"426","0.12176261097192764","0.12176261097192764","0.12176261097192764"
"427","0.21347804367542267","0.21347804367542267","0.21347804367542267"
"428","0.2644464373588562","0.2644464373588562","0.2644464373588562"
"429","0.17765288054943085","0.17765288054943085","0.17765288054943085"
"430","0.24970285594463348","0.24970285594463348","0.24970285594463348"
"431","0.26209649443626404","0.26209649443626404","0.26209649443626404"
"432","0.18143290281295776","0.18143290281295776","0.18143290281295776"
"435","0.23128753900527954","0.23128753900527954","0.23128753900527954"
"436","0.2782008647918701","0.2782008647918701","0.2782008647918701"
"437","0.15478278696537018","0.15478278696537018","0.15478278696537018"
"438","0.2693891227245331","0.2693891227245331","0.2693891227245331"
"439","0.16679485142230988","0.16679485142230988","0.16679485142230988"
"440","0.21301475167274475","0.21301475167274475","0.21301475167274475"
"441","0.16997495293617249","0.16997495293617249","0.16997495293617249"
"443","0.20578478276729584","0.20578478276729584","0.20578478276729584"
"444","0.21624578535556793","0.21624578535556793","0.21624578535556793"
"445","0.1952335238456726","0.1952335238456726","0.1952335238456726"
"450","0.16384035348892212","0.16384035348892212","0.16384035348892212"
"455","0.21022848784923553","0.21022848784923553","0.21022848784923553"
"456","0.17598921060562134","0.17598921060562134","0.17598921060562134"
"457","0.17970329523086548","0.17970329523086548","0.17970329523086548"
"458","0.2894609272480011","0.2894609272480011","0.2894609272480011"
"461","0.28117048740386963","0.28117048740386963","0.28117048740386963"
"463","0.26166781783103943","0.26166781783103943","0.26166781783103943"
"467","0.4518609642982483","0.4518609642982483","0.4518609642982483"
"468","0.4392731189727783","0.4392731189727783","0.4392731189727783"
"469","0.693328320980072","0.693328320980072","0.693328320980072"
"471","0.601294755935669","0.601294755935669","0.601294755935669"
"472","0.4615632891654968","0.4615632891654968","0.4615632891654968"
"474","0.4630104899406433","0.4630104899406433","0.4630104899406433"
"475","0.43642574548721313","0.43642574548721313","0.43642574548721313"
"477","0.41862621903419495","0.41862621903419495","0.41862621903419495"
"478","0.36844128370285034","0.36844128370285034","0.36844128370285034"
"480","0.38387566804885864","0.38387566804885864","0.38387566804885864"
"481","0.3988320231437683","0.3988320231437683","0.3988320231437683"
"482","0.3475828468799591","0.3475828468799591","0.3475828468799591"
"485","0.3479953408241272","0.3479953408241272","0.3479953408241272"
"486","0.32423487305641174","0.32423487305641174","0.32423487305641174"
"488","0.3952838182449341","0.3952838182449341","0.3952838182449341"
"490","0.4472108781337738","0.4472108781337738","0.4472108781337738"
"492","0.34625858068466187","0.34625858068466187","0.34625858068466187"
"493","0.4847988784313202","0.4847988784313202","0.4847988784313202"
"500","0.33393946290016174","0.33393946290016174","0.33393946290016174"
"501","0.29948124289512634","0.29948124289512634","0.29948124289512634"
"502","0.3461780846118927","0.3461780846118927","0.3461780846118927"
"504","0.35100436210632324","0.35100436210632324","0.35100436210632324"
"505","0.30180293321609497","0.30180293321609497","0.30180293321609497"
"506","0.23814091086387634","0.23814091086387634","0.23814091086387634"
"508","0.22511041164398193","0.22511041164398193","0.22511041164398193"
"509","0.3710680902004242","0.3710680902004242","0.3710680902004242"
"510","0.330834299325943","0.330834299325943","0.330834299325943"
"511","0.2826668918132782","0.2826668918132782","0.2826668918132782"
"512","0.31933659315109253","0.31933659315109253","0.31933659315109253"
"513","0.2884814739227295","0.2884814739227295","0.2884814739227295"
"514","0.3790042996406555","0.3790042996406555","0.3790042996406555"
"515","0.26051175594329834","0.26051175594329834","0.26051175594329834"
"516","0.3057154715061188","0.3057154715061188","0.3057154715061188"
"518","0.2994731068611145","0.2994731068611145","0.2994731068611145"
"519","0.22029535472393036","0.22029535472393036","0.22029535472393036"
"520","0.2453927844762802","0.2453927844762802","0.2453927844762802"
"521","0.28516557812690735","0.28516557812690735","0.28516557812690735"
"522","0.2844802439212799","0.2844802439212799","0.2844802439212799"
"524","0.33176133036613464","0.33176133036613464","0.33176133036613464"
"526","0.3193697929382324","0.3193697929382324","0.3193697929382324"
"527","0.25762465596199036","0.25762465596199036","0.25762465596199036"
"528","0.3330404758453369","0.3330404758453369","0.3330404758453369"
"529","0.28862184286117554","0.28862184286117554","0.28862184286117554"
"532","0.28736284375190735","0.28736284375190735","0.28736284375190735"
"533","0.35754504799842834","0.35754504799842834","0.35754504799842834"
"537","0.2909080386161804","0.2909080386161804","0.2909080386161804"
"539","0.3173275887966156","0.3173275887966156","0.3173275887966156"
"540","0.3291504383087158","0.3291504383087158","0.3291504383087158"
"541","0.29211029410362244","0.29211029410362244","0.29211029410362244"
"543","0.228044331073761","0.228044331073761","0.228044331073761"
"544","0.24816252291202545","0.24816252291202545","0.24816252291202545"
"545","0.30509331822395325","0.30509331822395325","0.30509331822395325"
"547","0.2347952276468277","0.2347952276468277","0.2347952276468277"
"549","0.15387968719005585","0.15387968719005585","0.15387968719005585"
"550","0.3071412146091461","0.3071412146091461","0.3071412146091461"
"551","0.3338872194290161","0.3338872194290161","0.3338872194290161"
"554","0.2526496648788452","0.2526496648788452","0.2526496648788452"
"556","0.22523754835128784","0.22523754835128784","0.22523754835128784"
"557","0.2792366147041321","0.2792366147041321","0.2792366147041321"
"559","0.27848145365715027","0.27848145365715027","0.27848145365715027"
"560","0.25380831956863403","0.25380831956863403","0.25380831956863403"
"561","0.24788889288902283","0.24788889288902283","0.24788889288902283"
"563","0.2278132289648056","0.2278132289648056","0.2278132289648056"
"565","0.17576637864112854","0.17576637864112854","0.17576637864112854"
"566","0.1714523881673813","0.1714523881673813","0.1714523881673813"
"568","0.25894930958747864","0.25894930958747864","0.25894930958747864"
"569","0.24654270708560944","0.24654270708560944","0.24654270708560944"
"571","0.3145913779735565","0.3145913779735565","0.3145913779735565"
"573","0.3183532655239105","0.3183532655239105","0.3183532655239105"
"577","0.31539103388786316","0.31539103388786316","0.31539103388786316"
"578","0.3610149621963501","0.3610149621963501","0.3610149621963501"
"581","0.483174204826355","0.483174204826355","0.483174204826355"
"582","0.36599066853523254","0.36599066853523254","0.36599066853523254"
"585","0.5733524560928345","0.5733524560928345","0.5733524560928345"
"586","0.32527124881744385","0.32527124881744385","0.32527124881744385"
"592","0.26700323820114136","0.26700323820114136","0.26700323820114136"
"597","0.3779081702232361","0.3779081702232361","0.3779081702232361"
"598","0.3450824022293091","0.3450824022293091","0.3450824022293091"
"599","0.38070735335350037","0.38070735335350037","0.38070735335350037"
"600","0.2448170781135559","0.2448170781135559","0.2448170781135559"
"601","0.2923174202442169","0.2923174202442169","0.2923174202442169"
"602","0.3523904085159302","0.3523904085159302","0.3523904085159302"
"604","0.3531781733036041","0.3531781733036041","0.3531781733036041"
"607","0.240676611661911","0.240676611661911","0.240676611661911"
"608","0.32482174038887024","0.32482174038887024","0.32482174038887024"
"609","0.32520154118537903","0.32520154118537903","0.32520154118537903"
"610","0.29449060559272766","0.29449060559272766","0.29449060559272766"
"612","0.35907241702079773","0.35907241702079773","0.35907241702079773"
"614","0.4100642800331116","0.4100642800331116","0.4100642800331116"
"615","0.30844536423683167","0.30844536423683167","0.30844536423683167"
"617","0.3523688018321991","0.3523688018321991","0.3523688018321991"
"618","0.44806358218193054","0.44806358218193054","0.44806358218193054"
"619","0.31741663813591003","0.31741663813591003","0.31741663813591003"
"620","0.2668229043483734","0.2668229043483734","0.2668229043483734"
"621","0.34823334217071533","0.34823334217071533","0.34823334217071533"
"622","0.39737212657928467","0.39737212657928467","0.39737212657928467"
"623","0.284038782119751","0.284038782119751","0.284038782119751"
"624","0.23628656566143036","0.23628656566143036","0.23628656566143036"
"626","0.26773449778556824","0.26773449778556824","0.26773449778556824"
"627","0.25982463359832764","0.25982463359832764","0.25982463359832764"
"628","0.329245924949646","0.329245924949646","0.329245924949646"
"629","0.28770753741264343","0.28770753741264343","0.28770753741264343"
"630","0.27462419867515564","0.27462419867515564","0.27462419867515564"
"632","0.30190613865852356","0.30190613865852356","0.30190613865852356"
"634","0.19959312677383423","0.19959312677383423","0.19959312677383423"
"635","0.28091251850128174","0.28091251850128174","0.28091251850128174"
"637","0.2239634394645691","0.2239634394645691","0.2239634394645691"
"638","0.36818745732307434","0.36818745732307434","0.36818745732307434"
"639","0.2711193859577179","0.2711193859577179","0.2711193859577179"
"640","0.25377312302589417","0.25377312302589417","0.25377312302589417"
"641","0.25440287590026855","0.25440287590026855","0.25440287590026855"
"642","0.2954276204109192","0.2954276204109192","0.2954276204109192"
"643","0.32440781593322754","0.32440781593322754","0.32440781593322754"
"644","0.3488781452178955","0.3488781452178955","0.3488781452178955"
"646","0.3347770571708679","0.3347770571708679","0.3347770571708679"
"647","0.19729077816009521","0.19729077816009521","0.19729077816009521"
"649","0.3144330680370331","0.3144330680370331","0.3144330680370331"
"651","0.16756287217140198","0.16756287217140198","0.16756287217140198"
"652","0.2117803543806076","0.2117803543806076","0.2117803543806076"
"653","0.28650689125061035","0.28650689125061035","0.28650689125061035"
"655","0.4093098044395447","0.4093098044395447","0.4093098044395447"
"657","0.29558125138282776","0.29558125138282776","0.29558125138282776"
"658","0.2832302451133728","0.2832302451133728","0.2832302451133728"
"659","0.38176804780960083","0.38176804780960083","0.38176804780960083"
"660","0.2553997039794922","0.2553997039794922","0.2553997039794922"
"661","0.28893500566482544","0.28893500566482544","0.28893500566482544"
"662","0.3146155774593353","0.3146155774593353","0.3146155774593353"
"666","0.2313646376132965","0.2313646376132965","0.2313646376132965"
"668","0.2819754481315613","0.2819754481315613","0.2819754481315613"
"670","0.25383663177490234","0.25383663177490234","0.25383663177490234"
"672","0.26312804222106934","0.26312804222106934","0.26312804222106934"
"673","0.31261739134788513","0.31261739134788513","0.31261739134788513"
"675","0.19871273636817932","0.19871273636817932","0.19871273636817932"
"676","0.27423858642578125","0.27423858642578125","0.27423858642578125"
"679","0.13791103661060333","0.13791103661060333","0.13791103661060333"
"680","0.2581673264503479","0.2581673264503479","0.2581673264503479"
"682","0.24352432787418365","0.24352432787418365","0.24352432787418365"
"683","0.3067777752876282","0.3067777752876282","0.3067777752876282"
"684","0.30596980452537537","0.30596980452537537","0.30596980452537537"
"687","0.16734495759010315","0.16734495759010315","0.16734495759010315"
"688","0.21202313899993896","0.21202313899993896","0.21202313899993896"
"691","0.3309417963027954","0.3309417963027954","0.3309417963027954"
"692","0.21664467453956604","0.21664467453956604","0.21664467453956604"
"693","0.2761763632297516","0.2761763632297516","0.2761763632297516"
"694","0.3564569354057312","0.3564569354057312","0.3564569354057312"
"695","0.29516366124153137","0.29516366124153137","0.29516366124153137"
"696","0.3383249342441559","0.3383249342441559","0.3383249342441559"
"698","0.2939983606338501","0.2939983606338501","0.2939983606338501"
"699","0.30931517481803894","0.30931517481803894","0.30931517481803894"
"700","0.2738775312900543","0.2738775312900543","0.2738775312900543"
"701","0.20663873851299286","0.20663873851299286","0.20663873851299286"
"704","0.3257281482219696","0.3257281482219696","0.3257281482219696"
"705","0.27065664529800415","0.27065664529800415","0.27065664529800415"
"707","0.23666340112686157","0.23666340112686157","0.23666340112686157"
"708","0.21226271986961365","0.21226271986961365","0.21226271986961365"
"710","0.23042553663253784","0.23042553663253784","0.23042553663253784"
"711","0.18109670281410217","0.18109670281410217","0.18109670281410217"
"715","0.20054014027118683","0.20054014027118683","0.20054014027118683"
"716","0.31021279096603394","0.31021279096603394","0.31021279096603394"
"717","0.22251644730567932","0.22251644730567932","0.22251644730567932"
"718","0.2512625455856323","0.2512625455856323","0.2512625455856323"
"719","0.23211818933486938","0.23211818933486938","0.23211818933486938"
"720","0.26450204849243164","0.26450204849243164","0.26450204849243164"
"721","0.279043585062027","0.279043585062027","0.279043585062027"
"724","0.27629485726356506","0.27629485726356506","0.27629485726356506"
"725","0.2057681679725647","0.2057681679725647","0.2057681679725647"
"726","0.2412394881248474","0.2412394881248474","0.2412394881248474"
"728","0.184921994805336","0.184921994805336","0.184921994805336"
"730","0.19750329852104187","0.19750329852104187","0.19750329852104187"
"731","0.2543877065181732","0.2543877065181732","0.2543877065181732"
"733","0.17673566937446594","0.17673566937446594","0.17673566937446594"
"738","0.19344916939735413","0.19344916939735413","0.19344916939735413"
"739","0.2801690995693207","0.2801690995693207","0.2801690995693207"
"743","0.18411123752593994","0.18411123752593994","0.18411123752593994"
"744","0.23178306221961975","0.23178306221961975","0.23178306221961975"
"745","0.20533092319965363","0.20533092319965363","0.20533092319965363"
"746","0.30983155965805054","0.30983155965805054","0.30983155965805054"
"748","0.22095252573490143","0.22095252573490143","0.22095252573490143"
"750","0.1536174714565277","0.1536174714565277","0.1536174714565277"
"751","0.2073024958372116","0.2073024958372116","0.2073024958372116"
"756","0.14309276640415192","0.14309276640415192","0.14309276640415192"
"757","0.18956613540649414","0.18956613540649414","0.18956613540649414"
"758","0.23509563505649567","0.23509563505649567","0.23509563505649567"
"764","0.2563704550266266","0.2563704550266266","0.2563704550266266"
"765","0.21337682008743286","0.21337682008743286","0.21337682008743286"
"766","0.24140778183937073","0.24140778183937073","0.24140778183937073"
"771","0.22551877796649933","0.22551877796649933","0.22551877796649933"
"772","0.3654644787311554","0.3654644787311554","0.3654644787311554"
"773","0.1745179146528244","0.1745179146528244","0.1745179146528244"
"775","0.21440820395946503","0.21440820395946503","0.21440820395946503"
"776","0.2699567377567291","0.2699567377567291","0.2699567377567291"
"777","0.27271372079849243","0.27271372079849243","0.27271372079849243"
"780","0.3417668640613556","0.3417668640613556","0.3417668640613556"
